judul,isi_berita,tanggal,kategori,url
Joanne Giovanni Sulap Kelelahan Jadi Kemenangan untuk Sinlui,"TRIBUNJATIM.COM, SURABAYA - Joanne Giovanni, yang akrab disapa Meme, kembali menunjukkan kehebatannya di lapangan basket saat debutnya bersama SMA St Louis 1 Surabaya (Sinlui) pada laga Do or Die di DBL Arena, Senin, 23 September 2024.  Meski baru saja kembali dari kejuaraan 3X3 Putri PON XXI/2024 Aceh-Sumut dan meraih medali perak, kehadirannya di lapangan terasa sangat berpengaruh. Meme mencetak 18 poin dengan akurasi yang mengesankan, berhasil menembak satu three-point dan tujuh free throw secara sempurna. “Aku baru nyampe Jumat kemarin, capek sih, tapi mau gimana lagi. Harus fight!” ungkapnya tentang keadaannya setelah pulang dari PON. Alih-alih beristirahat, Meme memilih untuk meningkatkan intensitas latihannya demi persiapan Honda DBL with Kopi Good Day 2024 East Java-North.  Baca juga: Taklukan SMA Santo Paulus, Tim Basket Putri SMAN 2 Jember Lolos ke Final Honda DBL 2024 “Sabtu aku nge-gym, terus Minggu nge-gym lagi sama lari. Kalo Senin, aku latihan sama tim sekolah,” jelasnya. Tak hanya fokus pada basket, Meme juga harus mengimbangi tuntutan akademiknya setelah satu minggu berkompetisi. “Harus ngimbangin pelajaran juga, di satu sisi tetep harus latihan. Tapi, harus ngelawan rasa capeknya,” tuturnya. Usahanya membuahkan hasil manis saat Sinlui meraih kemenangan telak 71-8 melawan SMAN 2 Jombang. Ekspresi kebahagiaan tak bisa disembunyikannya. “Seru dan excited buat game hari ini. Mau nunjukin yang terbaik, lah. Kita harus do the best buat bawa Sinlui ke Champion,” kata Meme.  Baca juga: Korean Reog Ponorogo dari Tentacles: Lestarikan Budaya Jawa di DBL! Meski bukan pengalaman pertamanya di DBL Arena, Meme merasakan suasana yang berbeda antara kategori junior dan SMA. “Jelas beda banget suasananya. Apalagi, kalo di SMP, aku kayak tampil sendiri. Tapi, kalo di sini, starting five-nya ngebantu aku dan nggak bikin ngerasa main sendiri,” jelasnya. Dengan postur 172 cm, Meme tidak hanya menargetkan gelar MVP, melainkan berambisi membawa Sinlui meraih juara. “Yang pertama, aku pinginnya ke Champion, terus mungkin kalo Tuhan mengizinkan semoga bisa First Team,” tutupnya dengan senyuman, menegaskan tekadnya untuk memberikan yang terbaik bagi tim.  Baca juga: Kemenangan Srikandi Smada, Didorong oleh Kreativitas Arek Smada dan Kehadiran Kazuya di DBL Arena Honda DBL with Kopi Good Day 2024 East Java-North sendiri merupakan rangkaian panjang kompetisi basket DBL. Honda DBL with Kopi Good Day 2024-2025 digelar di 31 kota dan 23 provinsi se-Indonesia. Setiap tahunnya, DBL Indonesia memilih student athlete terbaik dari masing-masing kota untuk diseleksi menjadi DBL Indonesia All-Star melalui program DBL Camp. Honda DBL with Kopi Good Day 2024-2025 juga menampilkan kompetisi 3X3. Semua pertandingan Honda DBL with Kopi Good Day 2024-2025 disiarkan live di channel YouTube DBL Play. ","Tayang: Selasa, 24 September 2024 15:54 WIB",Basket,https://jatim.tribunnews.com/2024/09/24/joanne-giovanni-sulap-kelelahan-jadi-kemenangan-untuk-sinlui
"Taklukan SMA Santo Paulus, Tim Basket Putri SMAN 2 Jember Lolos ke Final Honda DBL 2024","Laporan Wartawan Tribun Jatim Network, Imam Nawawi TRIBUNJATIM.COM, JEMBER - Tim Basket Putri SMAN 2 Jember berhasil taklukan SMA Katolik Santo Paulus Jember vs SMAN 2 Jember di laga semi final turnamen Honda DBL with Kopi Good Day East Java- East 2024 series Jember, Senin (23/9/2024). Hal tersebut membuat pebasket putri dari lembaga pendidikan negeri ini lolos babak final turnamen basket turnamen Honda DBL with Kopi Good Day East Java- East 2024 mode competition 5X5. Tim Basket Putri SMAN 2 Jember mampu menggulung SMA Katolik Santo Paulus Jember dengan skor telak 45-32 di Gor Garuda Kaliwates Jember. Berbekal tubuh yang lebih mungil, pemain basket SMAN 2 Jember tampil lincah dalam dan cepat untuk mengobrak abrik pertahanan SMA Santo Paulus. Pelatih Basket SMAN 2 Jember Glesis Global Pranata mengatakan keberhasilan tersebut tidak lepas dari peran suporter dan sekolah yang memberikan dukungan penuh dalam turnamen ini.  Baca juga: Meski Kekurangan Pemain, SMAN 2 Lumajang Bekuk SMAN 3 Lumajang di DBL 2024 Series Jember ""Tanpa dukungan pihak sekolah dan suporter tentunya kami tidak akan bisa melakukan kegiatan ini dengan semangat,"" ujarnya. Menurutnya, SMAN 2 Jember memang kalah postur tubuhnya dengan pemain SMA Santo Paulus. Namun dengan semangat itulah, tubuh yang kecil harus memiliki startegi jitu dalam pertandingan. ""Tetapi kami selalu tanamkan jiwa semangat dan defence yang bagus. Kita pasti bisa menang,"" kata Pranata.  Baca juga: Kabag Kesra Pemkab Jember Diganti Jelang Pilkada 2024, Dewan Curiga Ada Motif Tersembunyi Rata-rata pebasket yang bermain dalam turnamen ini, kata Pranata siswi kelas XI SMAN 2 Jember. Sehingga mereka punya kesempatan bertanding lagi di musim depan. ""Saat ini target kami bisa lolos tanding ke Surabaya. Apapun hasilnya akan kami evaluasi terus hingga terbentuk tim yang sangat kuat,"" jlentrehnya.","Tayang: Senin, 23 September 2024 16:16 WIB",Basket,https://jatim.tribunnews.com/2024/09/23/taklukan-sma-santo-paulus-tim-basket-putri-sman-2-jember-lolos-ke-final-honda-dbl-2024
Kaka Berani Tinggalkan Bali untuk Mengejar Mimpi di Surabaya,"TRIBUNJATIM.COM, SURABAYA - I Gede Bidiseka Sughania Dananjaya, yang akrab disapa Kaka, merupakan salah satu bintang muda dalam tim basket putra SMA Cita Hati East Surabaya di ajang Honda DBL with Kopi Good Day 2024 East Java-North. Pemuda asal Bali ini berani meninggalkan kampung halaman demi mengejar mimpi dalam dunia basket. Ditemui setelah pertandingan pada 19 September 2024, Kaka menjelaskan motivasinya untuk pindah ke Surabaya. “Aku kan sudah memulai basket sejak kelas enam SD dan banyak merasakan kompetisi di sana. Terus SMA ini memutuskan pindah ke Surabaya karena ingin merasakan atmosfer baru dan makin fokus di dunia basket,” ungkapnya. Dukungan orang tua menjadi faktor penting dalam keputusannya.  Baca juga: Korean Reog Ponorogo dari Tentacles: Lestarikan Budaya Jawa di DBL! “Kalau orang tua membebaskan aku untuk memilih dan mengejar mimpiku. Jadi, ini keputusan terbesar dari diriku sendiri. Lebih mengikuti kata hati aja Kak,” tambahnya. Meskipun sempat merasa cemas akan mengalami culture shock, Kaka mengungkapkan bahwa ia berhasil beradaptasi dengan lingkungan baru. “Awalnya aku juga takut, tetapi sejauh ini, cuaca dan makanan aman. Adaptasi dengan tim baru ini juga lumayan mudah. Memang sempat merasa gugup, tetapi karena sering latihan bareng, pola pikirnya sudah sama,” tuturnya. Kekompakan tim terbukti saat SMA Cita Hati East Surabaya meraih kemenangan telak 63-14 melawan SMAN 1 Gresik pada (19/09), di mana Kaka menyumbangkan 5 poin dan 4 rebound.  Baca juga: Meski Kekurangan Pemain, SMAN 2 Lumajang Bekuk SMAN 3 Lumajang di DBL 2024 Series Jember Di akhir perbincangan, Kaka menyampaikan harapannya untuk masa depan. “Aku ingin bisa menambah pengalaman dan skill di basket. Selain itu, saat aku hidup di Surabaya, mau nambah teman dan relasi sebanyak mungkin. Tidak mau ada perjuangan yang sia-sia dan mengecewakan kepercayaan orang tua,” tutupnya. Dengan semangat dan dedikasi yang tinggi, Kaka menunjukkan bahwa impian dapat dicapai melalui usaha dan keberanian. Tim basket SMA Cita Hati East Surabaya pun siap untuk terus berjuang meraih prestasi lebih tinggi di kompetisi mendatang.  Baca juga: Trengginas, Basket Putri SMAN 1 Sutojayan Tekuk Smarihasta dengan Skor Telak 56-7 di Honda DBL 2024 Honda DBL with Kopi Good Day 2024 East Java-North sendiri merupakan rangkaian panjang kompetisi basket DBL. Honda DBL with Kopi Good Day 2024-2025 digelar di 31 kota dan 23 provinsi se-Indonesia. Setiap tahunnya, DBL Indonesia memilih student athlete terbaik dari masing-masing kota untuk diseleksi menjadi DBL Indonesia All-Star melalui program DBL Camp. Honda DBL with Kopi Good Day 2024-2025 juga menampilkan kompetisi 3X3. Semua pertandingan Honda DBL with Kopi Good Day 2024-2025 disiarkan live di channel YouTube DBL Play. ","Tayang: Senin, 23 September 2024 16:11 WIB",Basket,https://jatim.tribunnews.com/2024/09/23/kaka-berani-tinggalkan-bali-untuk-mengejar-mimpi-di-surabaya
Idaman Mertua! Rayyan: Bakat Memasak di Balik Kemampuan Basketnya,"TRIBUNJATIM.COM, SURABAYA - Tak disangka, banyak student athlete di DBL yang memiliki bakat selain bermain basket. Salah satunya adalah Rayyan Faramitha Putri, yang ternyata juga jago memasak! Pada pertandingan yang berlangsung Sabtu, 21 September 2024, Srikandi Smantaru (tim SMAN 1 Waru) berhadapan dengan Drei (tim SMAN 3 Sidoarjo) dalam perjuangan merebut tiket ke Playoffs Honda DBL with Kopi Good Day 2024 East Java-North. Dominasi Putri Smantaru tampak jelas, berhasil menutup laga dengan skor 48-9. Salah satu momen menarik terjadi pada menit 07.28 di kuarter keempat. Setelah Olivia Chintya Permatasari (nomor 28) melakukan steal, ia dan Rayyan segera melakukan drive ke ring. Tak terduga, passing dadakan dari Olivia membuat Rayyan berhasil mencetak poin, meski sempat terkejut. Dalam pertandingan itu, Rayyan menyumbang total 7 poin, 2 rebound, dan 1 steal. Selepas pertandingan, penulis menjumpai Rayyan yang baru keluar dari ruang ganti. Kami pun mengobrol di sudut lorong.Rayyan mengungkapkan rasa kagetnya saat menerima passing tersebut. “Jujur kaget. Awalnya niatnya mau rebound, eh malah di-passing. Untung masuk,” katanya dengan senyum lebar. Dia juga berbagi tentang latihan refleks yang ia lakukan sebelum pertandingan. “Latihan refleks itu dari game plan yang dipelajari sebelum main. Ada materi yang dipraktekkan,” ujarnya.  Baca juga: Kompaknya Loren dan Yohanes: Cinta yang Terjalin di Lapangan dan Luar Lapangan Di luar dunia basket, siswi kelas 11 ini memiliki hobi memasak. Ia mulai memasak untuk mandiri karena orang tua yang bekerja. “Awalnya iseng-iseng, terus sering lihat resep di sosmed,” ungkap Rayyan. Hasil masakannya pun menuai pujian, terutama nasi goreng yang ia buat. “Nasi gorengku enak, kata papa. Aku buat pakai telur, sosis, sama daging,” tuturnya dengan bangga. Rayyan berharap timnya bisa melaju ke babak final, mengingat ini adalah musim terakhir bagi tiga kakak kelasnya. “Aku berharap bisa sampai final,” tutupnya. Akankah harapan Rayyan terwujud? Simak terus perjalanan Srikandi Smantaru di Honda DBL with Kopi Good Day 2024 East Java-North! Honda DBL with Kopi Good Day 2024-2025 digelar di 31 kota dan 23 provinsi se-Indonesia, di mana setiap tahunnya, DBL Indonesia memilih student athlete terbaik untuk diseleksi menjadi DBL Indonesia All-Star melalui program DBL Camp.","Tayang: Minggu, 22 September 2024 20:38 WIB",Basket,https://jatim.tribunnews.com/2024/09/22/idaman-mertua-rayyan-bakat-memasak-di-balik-kemampuan-basketnya
Korean Reog Ponorogo dari Tentacles: Lestarikan Budaya Jawa di DBL!,"TRIBUNJATIM.COM, SURABAYA - Pasukan Tentacles, suporter SMAN 10 Surabaya, kembali melanjutkan misi mereka untuk melestarikan budaya Jawa dengan menampilkan koreografi (koreo) yang terinspirasi dari kisah Reog Ponorogo. Setelah sebelumnya menghadirkan sosok Hanoman, kini mereka menyuguhkan tiga koreo 3D yang memukau, lengkap dengan banner besar sebagai latar belakang. Tribun timur DBL Arena Surabaya dipenuhi dengan karakter Prabu Kelono Suwandono dan Singa Barong, sementara 800 suporter dengan semangat melantunkan chant. “Kita mengisahkan Prabu Kelono Suwandono yang mengikuti sayembara dengan Singo Barong. Intinya, cerita tentang Reog Ponorogo,” jelas Marco, koordinator Tentacles. Marco menambahkan bahwa aksi mereka dalam melestarikan budaya Jawa masih jauh dari selesai. Mereka menjanjikan penampilan yang lebih spektakuler di laga mendatang.  Baca juga: Meski Kekurangan Pemain, SMAN 2 Lumajang Bekuk SMAN 3 Lumajang di DBL 2024 Series Jember “Konsep bercerita ini akan berlanjut dengan kejutan di pertandingan selanjutnya,” ujarnya. Menariknya, koreo tersebut baru diselesaikan satu jam sebelum pertandingan SMAN 10 Surabaya melawan SMAN 1 Sidoarjo. Marco mengungkapkan bahwa timnya sudah terlatih untuk bekerja di bawah tekanan waktu.  “Ini masih mending, karena sebelumnya kita hanya punya sembilan jam untuk menyelesaikannya. Optimis saja yang penting,” tambahnya.  Baca juga: Kemenangan Srikandi Smada, Didorong oleh Kreativitas Arek Smada dan Kehadiran Kazuya di DBL Arena Kerja keras Tentacles tidak sia-sia. Tim basket Kesatria Bigten berhasil meraih kemenangan, mendekatkan mereka ke babak Playoffs. Marco berharap timnya bisa terus berjuang, terutama menghadapi rival berat seperti SMAN 16 Surabaya, pemilik tiket Big Eight musim lalu. “Harapan kita untuk tim Bigten adalah menang dan berusaha semaksimal mungkin,” tegas Marco. Tentacles juga bertekad untuk menampilkan koreo yang lebih memanjakan mata di laga berikutnya.   Baca juga: Trengginas, Basket Putri SMAN 1 Sutojayan Tekuk Smarihasta dengan Skor Telak 56-7 di Honda DBL 2024 “Kami tidak mau kalah dengan sekolah lain. Kejutan menarik pasti akan disiapkan,” pungkasnya. Dengan semangat yang menggebu, Tentacles siap memanjakan penonton dan melestarikan budaya Jawa di ajang Honda DBL with Kopi Good Day 2024-2025, yang digelar di 31 kota dan 23 provinsi di seluruh Indonesia.","Tayang: Sabtu, 21 September 2024 18:14 WIB",Basket,https://jatim.tribunnews.com/2024/09/21/korean-reog-ponorogo-dari-tentacles-lestarikan-budaya-jawa-di-dbl
"Meski Kekurangan Pemain, SMAN 2 Lumajang Bekuk SMAN 3 Lumajang di DBL 2024 Series Jember","Laporan Wartawan Tribun Jatim Network, Imam Nawawi TRIBUNJATIM.COM, JEMBER - Tim basket putra SMAN 2 Lumajang menaklukkan SMAN 3 Lumajang dalam pertandingan Honda DBL with Kopi Good Day East Java East 2024 series Jember, Sabtu (21/9/2024). Tim basket andalan suporter Smada Redforce Mania ini mengalahkan pemain SMAN 3 Lumajang dengan skor akhir 43-19 dalam game competition 5x5 di GOR Garuda Kaliwates Jember. Pemain basket SMAN 2 Lumajang menggunakan kostum biru dongker saat bertanding. Sementara siswa SMAN 3 Lumajang mengenakan pakaian warna putih. Selama 4 kuarter pertandingan, tim basket SMAN 2 Lumajang menguasai permainan bola, dan memanfaatkan setiap peluang untuk mendapatkan poin. Bahkan nyaris pemain SMAN 3 Lumajang tidak mendapatkan celah sama sekali. Pantauan di lapangan, pemain SMAN 2 Lumajang bernama Hezkia Venovian Saputro nomor punggung 30 mendadak terjatuh saat melakukan serangan di garis pertahanan SMAN 3 Lumajang hingga harus mendapatkan penanganan medis. Namun hal tersebut tidak membuat SMAN 2 Lumajang menyerah. Mereka masih mampu mempertahan keunggulan, bahkan masih bisa mengimbangi permainan bola tim SMAN 3 Lumajang.  Baca juga: Kemenangan Srikandi Smada, Didorong oleh Kreativitas Arek Smada dan Kehadiran Kazuya di DBL Arena Pelatih SMAN 2 Lumajang, Naufal Arif mengatakan, hasil pertandingan ini menjadi awal yang bagus, sebagai bekal menghadapi babak berikutnya di turnamen Honda DBL with Kopi Good Day 2024. ""Meskipun kami kekurangan pemain, karena kami hanya membawa 9 pemain. Sehingga masih belum maksimal, artinya masih banyak pekerjaan yang perlu disiapkan,"" ujarnya. Naufal mengakui ada anak asuhnya yang terjatuh di tengah jalannya pertandingan. Hal tersebut karena pemain tersebut mengalami kram di bagian kakinya karena terlalu lama bermain.","Tayang: Sabtu, 21 September 2024 15:58 WIB",Basket,https://jatim.tribunnews.com/2024/09/21/meski-kekurangan-pemain-sman-2-lumajang-bekuk-sman-3-lumajang-di-dbl-2024-series-jember
"Raih 7 Medali Emas, Ski Air Jawa Timur Berhasil Jadi Juara Umum di PON XXI 2024","Laporan Wartawan Tribun Jatim Network, Khairul Amin TRIBUNJATIM.COM, MEDAN - Tim Ski Air Jawa Timur (Jatim) menjadi juara umum Pekan Olahraga Nasional atau PON XXI Aceh Sumut 2024, Jumat (20/9/2024). Kepastian itu didapat, setelah Ski Air Jatim berhasil meraih 7 medali emas, 2 perak, dan 5 perunggu pada perlombaan yang berlangsung di Danau Toba, Kabupaten Toba, Medan. Peringkat kedua disusul kontingen DKI Jakarta yang berhasil meraih 3 medali emas, 5 perak, dan 2 perunggu. Kontingen Riau menempati peringkat ketiga dengan koleksi 2 medali emas, dan 3 perak. Ketua Pengprov Ski Air dan Wakeboard Indonesia (PSAWI) Jatim, Baiq Vera Yolandasari mengaku bangga dengan gelar juara umum. Namun, perempuan yang akrab disapa Yola itu berharap, atlet, pelatih, maupun semua pihak yang terlibat di cabang olahraga (Cabor) Ski Air Jatim tidak cepat puas. Sebaliknya, terus meningkatkan prestasi. Yola mengatakan, Cabor Ski Air yang sempat tidak dipertandingan di PON XX Papua, menjadi tantangan tersendiri untuk pengembangan semua daerah.  Baca juga: Tim Voli Indoor Putri Jawa Timur Juarai PON XXI 2024, Akhiri Puasa Gelar Selama 24 Tahun Butuh ketekunan agar bisa terus berpretasi di tengah perlombaan yang sempat ditiadakan. Terakhir kali Cabor Ski Air dilombakan ajang PON, yaitu PON XIX Jabar 2016, kala itu Jatim juga menjadi juara umum dengan raihan 6 medali emas. “Cukup struggle (perjuangan), dengan materi pemain yang sudah senior, baik pembibitan maupun pembinaan memudahkan kami dalam bekerja sama membangun tim yang solid,” ungkap Yola.","Tayang: Sabtu, 21 September 2024 13:06 WIB",Olahraga Lain,https://jatim.tribunnews.com/2024/09/21/raih-7-medali-emas-ski-air-jawa-timur-berhasil-jadi-juara-umum-di-pon-xxi-2024
Ribuan Atlet Ikuti Kejurprov Taekwondo Tingkat Pelajar dan Mahasiswa di GOR Ken Arok Malang,"Laporan Wartawan Tribun Jatim Network, Rifky Edgar TRIBUNJATIM.COM, MALANG - Sebanyak 3.100 atlet mengikuti Kejuaraan Provinsi (Kejurprov) Taekwondo Tingkat Pelajar dan Mahasiswa, di GOR Ken Arok Malang, Jumat (20/9/2024). Kejurprov ini digelar selama empat hari, mulai 19-22 September 2024. Event ini digelar oleh pengurus provinsi Taekwondo Indonesia (TI) Jawa Timur. Kejuaraan antar pelajar dan mahasiswa ini diikuti oleh atlet yang berasal dari 34 kota/kabupaten di Jawa Timur. Para atlet ini nantinya akan mengikuti 96 kelas yang dipertanggungkan dalam Kejurprov ini. Wakil Ketua Umum Pengprov TI Jatim, Hendra Prastiyawan mengatakan, event Kejurprov TI Jatim ini digelar untuk mencari bibit muda atlet taekwondo untuk berlaga di turnamen nasional. ""Kejurprov ini bertujuan untuk mencari atlet pelajar dan mahasiswa agar bisa berlaga sampai ke nasional,"" ucapnya. Hendra menjelaskan, event Kejurprov TI Jatim ini direncanakan dibuka langsung oleh Ketua Umum (Ketum) Pengprov TI Jatim, Brigjend TNI Yusman Madayun.  Baca juga: Rela Resign Kerja Demi Latihan Keras, Atlet Petanque Jombang ini Raup 2 Medali di PON XXI 2024 ""Event ini diikuti pelajar mulai dari SD, SMP, dan SMA, dan para mahasiswa, mereka terlihat sangat antusias mengikuti gelaran ini,"" jelasnya. Sementara itu, Ketua Panitia Kejurprov TI Jatim Tingkat Pelajar dan Mahasiswa 2024, Cahyono menjelaskan, terselenggaranya event Kejurprov TI Jatim ini berkat kerja sama dengan Pengprov TI Jatim, yang berkomitmen untuk mengangkat sport tourism. ""Event ini diharapkan bisa membawa dampak positif bagi masyarakat Kota Malang, khususnya warga sekitar GOR Ken Arok,"" tandasnya.","Tayang: Sabtu, 21 September 2024 07:50 WIB",Olahraga Lain,https://jatim.tribunnews.com/2024/09/21/ribuan-atlet-ikuti-kejurprov-taekwondo-tingkat-pelajar-dan-mahasiswa-di-gor-ken-arok-malang
Kompaknya Loren dan Yohanes: Cinta yang Terjalin di Lapangan dan Luar Lapangan,"TRIBUNJATIM.COM, SURABAYA - Pernah mendengar ungkapan ""match made in heaven""? Di ajang Honda DBL with Kopi Good Day 2024 East Java-North, ungkapan tersebut sepertinya sangat tepat untuk menggambarkan Loren Fibrilia dan Yohanes Bagas Febrianto Wicaksono. Pada Kamis, 19 September 2024, Loren, yang merupakan asisten pelatih tim putri SMA Cita Hati East Surabaya, bertanding melawan SMA Gloria 1 Surabaya, sementara Yohanes, manajer tim putra SMA Petra 5 Surabaya, memimpin timnya menghadapi SMA Muhammadiyah 2 Surabaya. Meski membela tim berbeda, keduanya tetap menunjukkan kekompakan yang luar biasa—mereka adalah pasangan suami istri! Pertemuan Loren dan Yohanes berawal dari kecintaan mereka terhadap olahraga. Loren, yang juga seorang guru olahraga, menceritakan bagaimana mereka bertemu saat bekerja sebagai personal trainer di satu gym. “Kita juga pernah melatih di DBL Academy untuk Pre Hoops. Dari situ, chemistry muncul dan akhirnya kita menikah,” jelas Loren. Menariknya, mereka berbagi tanggal lahir yang sama: 20 Februari 1994. “Itu juga yang bikin kita dekat,” ungkap Loren dengan antusias. Olahraga menjadi kegiatan favorit mereka untuk menghabiskan waktu bersama. Loren menyebut, “Healing-nya kita itu olahraga. Kita lebih banyak nge-gym dan latihan bareng.”  Baca juga: Xtatix Tampil Energik dan Ekspresif di Honda DBL with Kopi Good Day 2024 East Java-North Bagi Yohanes, menghabiskan waktu di gym setelah bekerja menjadi momen spesial. “Kerja yang bikin capek, tapi ke gym itu passion kita,” katanya. Keduanya juga memiliki latar belakang sebagai atlet: Loren di hoki indoor dan Yohanes di taekwondo. Pasangan ini menikah pada 2021 dan dikaruniai seorang putri pada 2022. Mereka berharap sang anak akan mengikuti jejak mereka di bidang olahraga. “Kalau talent di basket, ya kita akan dukung 100 persen,” kata Loren, sementara Yohanes menambahkan, “Kalau bisa, saya lebih pengin ke fighter, tapi kayaknya nggak dibolehin istri, hahaha!” Dengan segudang kesamaan dan kecintaan terhadap olahraga, Loren dan Yohanes membuktikan bahwa meski berasal dari sekolah berbeda, kekompakan mereka tak lekang oleh waktu.  Honda DBL with Kopi Good Day 2024-2025 digelar di 31 kota dan 23 provinsi di Indonesia, di mana setiap tahunnya DBL Indonesia memilih student athlete terbaik untuk diseleksi menjadi DBL Indonesia All-Star melalui program DBL Camp.  Baca juga: Perjalanan Inspiratif Risky Bayu Cendikiawan di Honda DBL with Kopi Good Day 2024 East Java-North","Tayang: Jumat, 20 September 2024 16:27 WIB",Basket,https://jatim.tribunnews.com/2024/09/20/kompaknya-loren-dan-yohanes-cinta-yang-terjalin-di-lapangan-dan-luar-lapangan
"Tim Voli Indoor Putri Jawa Timur Juarai PON XXI 2024, Akhiri Puasa Gelar Selama 24 Tahun","Laporan Wartawan Tribun Jatim Network, Khairul Amin TRIBUNJATIM.COM, ACEH - Tim Voli Indoor Putri Jawa Timur (Jatim) keluar sebagai juara PON XXI Aceh Sumut 2024. Kepastian itu didapat setelah di laga final, Jatim menumbangkan juara bertahan, Jawa Barat (Jabar) 3-1 (22-25, 25-23, 25-23, 25-23) di GOR Bola Voli Indoor Sumut Sport Center, Deli Serdang, Sumatera Utara, Kamis (19/9/2024) malam. Keberhasilan Jatim meraih gelar juara tidak lepas dari penampilan apik bintang voli Jatim, Megawati Hangestri. Jatim tampil dominan dari semua set, hanya di set kedua sempat dikendalikan Jabar. Gelar juara ini sekaligus mengakhiri penantian tim Voli Indoor Putri Jatim selama 24 tahun setelah terakhir kali meraih gelar juara PON XV 2000. Bagi Jabar, kekalahan dari Jatim menghentikan dominasi mereka yang selalu menjadi juara di PON 2012, 2016, dan 2021. Ketua Harian PBVSI Jatim, Kombes Pol Dirmanto mengatakan, prestasi ini, selain kerja keras pemain sejak masa persiapan. Juga tidak lepas dari perhatian Ketua Umum PBVSI Jatim, Irjen Pol Imam Sugianto. ""Perhatian Ketua umum PBVSI Jatim yang dijabat oleh Kapolda Jatim Irjen Pol Imam Sugianto, sangat luar biasa, hal itu menjadi faktor penting bangkitnya voli putri Jatim, terbukti sekarang kami berhasil meraih medali emas,"" ungkapnya.  Baca juga: Rela Resign Kerja Demi Latihan Keras, Atlet Petanque Jombang ini Raup 2 Medali di PON XXI 2024 Dirmanto menjelaskan, dalam penjaringan atlet, Irjen Pol Imam Sugianto tidak segan untuk turun langsung memantau atlet yang akan tampil dalam PON XXI Aceh Sumut 2024. ""Beliau turun langsung saat penjaringan atlet PON, dan selalu memberikan support dari mulai proses Puslatda sampai dengan pertandingan PON dimulai,"" ujarnya.","Tayang: Jumat, 20 September 2024 08:05 WIB",Olahraga Lain,https://jatim.tribunnews.com/2024/09/20/tim-voli-indoor-putri-jawa-timur-juarai-pon-xxi-2024-akhiri-puasa-gelar-selama-24-tahun
"Kemenangan Srikandi Smada, Didorong oleh Kreativitas Arek Smada dan Kehadiran Kazuya di DBL Arena","TRIBUNJATIM.COM, SURABAYA - Pertandingan tim basket putri SMAN 2 Surabaya melawan SMA SNA Sidoarjo menjadi sorotan utama dalam Round 2 Honda DBL with Kopi Good Day 2024 East Java-North. Arek Smada, suporter SMAN 2 Surabaya, menunjukkan dedikasi luar biasa dengan menampilkan koreografi yang mendukung tim kesayangan mereka. Pagelaran ini dibuka dengan koreo kertas yang menarik perhatian. Mula-mula, para suporter mengenakan kostum kuning sambil mengangkat kertas bertuliskan “Datang” dengan latar merah. Diikuti dengan kata “Tantang” berwarna biru, dan puncaknya, “Menang” yang ditampilkan dengan kertas kuning berlatar hitam. Ketiga tahap ini membentuk kalimat “Datang, Tantang, Menang.” Tidak hanya itu, Arek Smada juga menghadirkan sosok Kazuya dari permainan Tekken di tengah tribun, yang semakin menghidupkan suasana. Dengan banner bertuliskan “Datang dengan Kemenangan,” kehadiran Kazuya menjadi simbol harapan bagi tim basket putri.  Baca juga: Trengginas, Basket Putri SMAN 1 Sutojayan Tekuk Smarihasta dengan Skor Telak 56-7 di Honda DBL 2024 Muhammad Fajar, ketua umum Arek Smada, menjelaskan, “Kazuya ini persis sama dengan tim basket kita. Tahun lalu mandeg di Sweet Sixteen. Harapannya musim ini bisa lebih maju.” Tri Bintang Damar Pamungkas, capo Arek Smada, menambahkan, “Konsep ini terinspirasi dari perjuangan Kazuya yang bangkit kembali.” Kreativitas Arek Smada tak terhenti di situ. Dengan hanya 12 jam untuk mempersiapkan koreo, mereka berhasil menyampaikan pesan semangat yang kuat. Pertandingan berakhir dengan kemenangan Srikandi Smada atas Sabres dengan skor 19-10, membuktikan bahwa dukungan suporter memainkan peran penting dalam keberhasilan tim.  Baca juga: Xtatix Tampil Energik dan Ekspresif di Honda DBL with Kopi Good Day 2024 East Java-North Honda DBL with Kopi Good Day 2024-2025 berlangsung di 31 kota dan 23 provinsi di Indonesia. Setiap tahunnya, DBL Indonesia mengidentifikasi student athlete terbaik untuk diseleksi menjadi DBL Indonesia All-Star melalui program DBL Camp. Semua pertandingan juga disiarkan secara langsung di channel YouTube DBL Play.","Tayang: Kamis, 19 September 2024 18:37 WIB",Basket,https://jatim.tribunnews.com/2024/09/19/kemenangan-srikandi-smada-didorong-oleh-kreativitas-arek-smada-dan-kehadiran-kazuya-di-dbl-arena
